Age,Attrition,BusinessTravel,DailyRate,dept_id,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over_time,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
50,0,Travel_Rarely,1452,2,11,3,Life Sciences,226,3,Female,53,3,5,Manager,2,Single,19926,3,0,15,3,2,0,21,5,3,5,4,4,4
41,0,Travel_Rarely,465,2,14,3,Life Sciences,227,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4,0,12,3,1,1,13,2,3,9,8,1,8
30,0,Travel_Rarely,1339,1,5,3,Life Sciences,228,2,Female,41,3,3,Sales Executive,4,Married,9419,2,0,12,3,3,1,12,2,3,10,9,7,4
38,0,Travel_Rarely,702,1,1,4,Life Sciences,230,1,Female,59,2,2,Sales Executive,4,Single,8686,4,0,22,4,3,0,12,2,4,8,3,0,7
32,0,Travel_Rarely,120,2,6,5,Life Sciences,231,3,Male,43,3,1,Research Scientist,3,Single,3038,3,0,20,4,1,0,8,2,3,5,4,1,4
27,0,Travel_Rarely,1157,2,17,3,Technical Degree,233,3,Male,51,3,1,Research Scientist,2,Married,3058,0,1,16,3,4,1,6,3,2,5,2,1,1
19,1,Travel_Frequently,602,1,1,1,Technical Degree,235,3,Female,100,1,1,Sales Representative,1,Single,2325,0,0,21,4,1,0,1,5,4,0,0,0,0
36,0,Travel_Frequently,1480,2,3,2,Medical,238,4,Male,30,3,1,Laboratory Technician,2,Single,2088,4,0,12,3,3,0,13,3,2,8,7,7,2
30,0,Non-Travel,111,2,9,3,Medical,239,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,1,0,11,3,3,2,12,4,3,12,9,6,10
45,0,Travel_Rarely,1268,1,4,2,Life Sciences,240,3,Female,30,3,2,Sales Executive,1,Divorced,5006,4,1,11,3,1,1,9,3,4,5,4,0,3
56,0,Travel_Rarely,713,2,8,3,Life Sciences,241,3,Female,67,3,1,Research Scientist,1,Divorced,4257,4,1,18,3,3,1,19,3,3,2,2,2,2
33,0,Travel_Rarely,134,2,2,3,Life Sciences,242,3,Male,90,3,1,Research Scientist,4,Single,2500,0,0,14,3,1,0,4,2,4,3,1,0,2
19,1,Travel_Rarely,303,2,2,3,Life Sciences,243,2,Male,47,2,1,Laboratory Technician,4,Single,1102,1,0,22,4,3,0,1,3,2,1,0,1,0
46,0,Travel_Rarely,526,1,1,2,Marketing,244,2,Female,92,3,3,Sales Executive,1,Divorced,10453,1,0,25,4,3,3,24,2,3,24,13,15,7
38,0,Travel_Rarely,1380,2,9,2,Life Sciences,245,3,Female,75,3,1,Laboratory Technician,4,Single,2288,1,0,12,3,3,0,2,3,3,2,2,2,1
31,0,Travel_Rarely,140,2,12,1,Medical,246,3,Female,95,3,1,Research Scientist,4,Married,3929,8,1,23,4,3,1,7,0,3,4,2,0,2
34,0,Travel_Rarely,629,2,27,2,Medical,247,4,Female,95,3,1,Research Scientist,2,Single,2311,2,0,15,3,4,0,9,3,3,3,2,1,2
41,1,Travel_Rarely,1356,1,20,2,Marketing,248,2,Female,70,3,1,Sales Representative,2,Single,3140,1,1,22,4,4,0,4,5,2,4,3,0,2
50,0,Travel_Rarely,328,2,1,3,Medical,249,3,Male,86,2,1,Laboratory Technician,3,Married,3690,2,0,15,3,4,1,5,2,2,3,2,0,2
53,0,Travel_Rarely,1084,2,13,2,Medical,250,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,1,0,11,3,3,2,5,3,3,4,2,1,3
33,0,Travel_Rarely,931,2,14,3,Medical,252,4,Female,72,3,1,Research Scientist,2,Married,2756,1,0,13,3,4,1,8,5,3,8,7,1,6
40,0,Travel_Rarely,989,2,4,1,Medical,253,4,Female,46,3,5,Manager,3,Married,19033,1,0,14,3,2,1,21,2,3,20,8,9,9
55,0,Travel_Rarely,692,2,14,4,Medical,254,3,Male,61,4,5,Research Director,2,Single,18722,8,0,11,3,4,0,36,3,3,24,15,2,15
34,0,Travel_Frequently,1069,2,2,1,Life Sciences,256,4,Male,45,2,2,Manufacturing Director,3,Married,9547,1,0,17,3,3,0,10,2,2,10,9,1,9
51,0,Travel_Rarely,313,2,3,3,Medical,258,4,Female,98,3,4,Healthcare Representative,2,Single,13734,3,0,18,3,3,0,21,6,3,7,7,1,0
52,0,Travel_Rarely,699,2,1,4,Life Sciences,259,3,Male,65,2,5,Manager,3,Married,19999,0,0,14,3,1,1,34,5,3,33,18,11,9
27,0,Travel_Rarely,894,2,9,3,Medical,260,4,Female,99,3,1,Research Scientist,2,Single,2279,1,0,16,3,4,0,7,2,2,7,7,0,3
35,1,Travel_Rarely,556,2,23,2,Life Sciences,261,2,Male,50,2,2,Manufacturing Director,3,Married,5916,3,1,13,3,1,0,8,1,3,1,0,0,1
43,0,Non-Travel,1344,2,7,3,Medical,262,4,Male,37,4,1,Research Scientist,4,Divorced,2089,4,0,14,3,4,3,7,3,4,5,4,2,2
45,0,Non-Travel,1195,2,2,2,Medical,264,1,Male,65,2,4,Manager,4,Married,16792,9,0,23,4,4,1,22,1,3,20,8,11,8
37,0,Travel_Rarely,290,2,21,3,Life Sciences,267,2,Male,65,4,1,Research Scientist,1,Married,3564,1,1,12,3,1,1,8,3,2,8,7,1,7
35,0,Travel_Frequently,138,2,2,3,Medical,269,2,Female,37,3,2,Laboratory Technician,2,Single,4425,5,0,11,3,4,0,10,5,3,6,2,1,2
42,0,Non-Travel,926,2,21,2,Medical,270,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265,2,0,16,3,2,1,11,5,3,5,3,0,2
38,0,Travel_Rarely,1261,2,2,4,Life Sciences,271,4,Male,88,3,2,Manufacturing Director,3,Married,6553,9,0,14,3,2,0,14,3,3,1,0,0,0
38,0,Travel_Rarely,1084,2,29,3,Technical Degree,273,4,Male,54,3,2,Manufacturing Director,4,Married,6261,3,0,18,3,1,1,9,3,1,7,7,1,7
27,0,Travel_Frequently,472,2,1,1,Technical Degree,274,3,Male,60,2,2,Manufacturing Director,1,Married,4298,5,0,19,3,3,1,6,1,3,2,2,2,0
49,0,Non-Travel,1002,2,18,4,Life Sciences,275,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804,1,1,15,3,1,2,7,0,3,7,7,1,7
34,0,Travel_Frequently,878,2,10,4,Medical,277,4,Male,43,3,1,Research Scientist,3,Divorced,3815,1,1,17,3,4,1,5,4,4,5,3,2,0
40,0,Travel_Rarely,905,2,19,2,Medical,281,3,Male,99,3,2,Laboratory Technician,4,Married,2741,8,1,15,3,3,1,15,2,4,7,2,3,7
38,1,Travel_Rarely,1180,2,29,1,Medical,282,2,Male,70,3,2,Healthcare Representative,1,Married,6673,7,1,19,3,2,0,17,2,3,1,0,0,0
29,1,Travel_Rarely,121,1,27,3,Marketing,283,2,Female,35,3,3,Sales Executive,4,Married,7639,1,0,22,4,4,3,10,3,2,10,4,1,9
22,0,Travel_Rarely,1136,2,5,3,Life Sciences,284,4,Male,60,4,1,Research Scientist,2,Divorced,2328,1,1,16,3,1,1,4,2,2,4,2,2,2
36,0,Travel_Frequently,635,2,18,1,Medical,286,2,Female,73,3,1,Laboratory Technician,4,Single,2153,1,0,13,3,1,0,8,2,3,8,1,1,7
40,0,Non-Travel,1151,2,9,5,Life Sciences,287,4,Male,63,2,2,Healthcare Representative,4,Married,4876,9,0,14,3,4,1,5,5,1,3,2,0,2
46,0,Travel_Rarely,644,2,1,4,Medical,288,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,7,0,16,3,3,1,17,3,3,4,2,0,3
32,1,Travel_Rarely,1045,1,4,4,Medical,291,4,Male,32,1,3,Sales Executive,4,Married,10400,1,0,11,3,3,0,14,2,2,14,8,9,8
30,0,Non-Travel,829,2,1,1,Life Sciences,292,3,Male,88,2,3,Manufacturing Director,3,Single,8474,1,0,22,4,3,0,12,2,3,11,8,5,8
27,0,Travel_Frequently,1242,1,20,3,Life Sciences,293,4,Female,90,3,2,Sales Executive,3,Single,9981,1,0,14,3,4,0,7,2,3,7,7,0,7
51,0,Travel_Rarely,1469,2,8,4,Life Sciences,296,2,Male,81,2,3,Research Director,2,Married,12490,5,0,16,3,4,2,16,5,1,10,9,4,7
30,1,Travel_Rarely,1005,2,3,3,Technical Degree,297,4,Female,88,3,1,Research Scientist,1,Single,2657,5,1,11,3,3,0,8,5,3,5,2,0,4
41,0,Travel_Rarely,896,1,6,3,Life Sciences,298,4,Female,75,3,3,Manager,4,Single,13591,3,1,18,3,3,0,16,3,3,1,0,0,0
30,1,Travel_Frequently,334,1,26,4,Marketing,299,3,Female,52,2,2,Sales Executive,1,Single,6696,5,0,15,3,3,0,9,5,2,6,3,0,1
29,1,Travel_Rarely,992,2,1,3,Technical Degree,300,3,Male,85,3,1,Research Scientist,3,Single,2058,0,0,14,3,4,0,7,1,2,6,2,1,5
45,0,Non-Travel,1052,1,6,3,Medical,302,4,Female,57,2,3,Sales Executive,4,Single,8865,6,0,12,3,4,0,23,2,3,19,7,12,8
54,0,Travel_Rarely,1147,1,3,3,Marketing,303,4,Female,52,3,2,Sales Executive,1,Married,5940,2,0,14,3,4,1,16,4,3,6,2,0,5
36,0,Travel_Rarely,1396,2,5,2,Life Sciences,304,4,Male,62,3,2,Laboratory Technician,2,Single,5914,8,0,16,3,4,0,16,3,4,13,11,3,7
33,0,Travel_Rarely,147,2,4,4,Medical,305,3,Female,47,2,1,Research Scientist,2,Married,2622,6,0,21,4,4,0,7,3,3,3,2,1,1
37,0,Travel_Frequently,663,2,11,3,Other,306,2,Male,47,3,3,Research Director,4,Divorced,12185,1,1,14,3,3,3,10,1,3,10,8,0,7
38,0,Travel_Rarely,119,1,3,3,Life Sciences,307,1,Male,76,3,3,Sales Executive,3,Divorced,10609,0,0,12,3,3,2,17,6,2,16,10,5,13
31,0,Non-Travel,979,2,1,4,Medical,308,3,Male,90,1,2,Manufacturing Director,3,Married,4345,0,0,12,3,4,1,6,2,3,5,4,1,4
59,0,Travel_Rarely,142,2,3,3,Life Sciences,309,3,Male,70,2,1,Research Scientist,4,Married,2177,3,0,17,3,1,1,7,6,3,1,0,0,0
37,0,Travel_Frequently,319,1,4,4,Marketing,311,1,Male,41,3,1,Sales Representative,4,Divorced,2793,4,0,17,3,3,1,13,2,3,9,8,5,8
29,0,Travel_Frequently,1413,1,1,1,Medical,312,2,Female,42,3,3,Sales Executive,4,Married,7918,1,0,14,3,4,1,11,5,3,11,10,4,1
35,0,Travel_Frequently,944,1,1,3,Marketing,314,3,Female,92,3,3,Sales Executive,3,Single,8789,1,0,14,3,1,0,10,3,4,10,7,0,8
29,1,Travel_Rarely,896,2,18,1,Medical,315,3,Male,86,2,1,Research Scientist,4,Single,2389,1,1,13,3,3,0,4,3,2,4,3,0,1
52,0,Travel_Rarely,1323,2,2,3,Life Sciences,316,3,Female,89,2,1,Laboratory Technician,4,Single,3212,7,0,15,3,2,0,6,3,2,2,2,2,2
42,0,Travel_Rarely,532,2,4,2,Technical Degree,319,3,Male,58,3,5,Manager,4,Married,19232,1,0,11,3,4,0,22,3,3,22,17,11,15
59,0,Travel_Rarely,818,3,6,2,Medical,321,2,Male,52,3,1,Human Resources,3,Married,2267,8,0,17,3,4,0,7,2,2,2,2,2,2
50,0,Travel_Rarely,854,1,1,4,Medical,323,4,Female,68,3,5,Manager,4,Divorced,19517,3,0,11,3,3,1,32,3,2,7,0,0,6
33,1,Travel_Rarely,813,2,14,3,Medical,325,3,Male,58,3,1,Laboratory Technician,4,Married,2436,5,1,13,3,3,1,8,2,1,5,4,0,4
43,0,Travel_Rarely,1034,1,16,3,Marketing,327,4,Female,80,3,4,Manager,4,Married,16064,5,1,22,4,3,1,22,3,3,17,13,1,9
33,1,Travel_Rarely,465,2,2,2,Life Sciences,328,1,Female,39,3,1,Laboratory Technician,1,Married,2707,7,0,20,4,1,0,13,3,4,9,7,1,7
52,0,Non-Travel,771,1,2,4,Life Sciences,329,1,Male,79,2,5,Manager,3,Single,19068,1,1,18,3,4,0,33,2,4,33,7,15,12
32,0,Travel_Rarely,1401,1,4,2,Life Sciences,330,3,Female,56,3,1,Sales Representative,2,Married,3931,2,0,11,3,1,1,6,5,3,4,3,1,2
32,1,Travel_Rarely,515,2,1,3,Life Sciences,331,4,Male,62,2,1,Laboratory Technician,3,Single,3730,0,1,14,3,4,0,4,2,1,3,2,1,2
39,0,Travel_Rarely,1431,2,1,4,Medical,332,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,7,0,14,3,3,3,7,1,3,3,2,1,2
32,0,Non-Travel,976,1,26,4,Marketing,333,3,Male,100,3,2,Sales Executive,4,Married,4465,0,0,18,3,1,0,4,2,3,3,2,2,2
41,0,Travel_Rarely,1411,2,19,2,Life Sciences,334,3,Male,36,3,2,Research Scientist,1,Divorced,3072,2,0,16,3,1,2,17,2,2,1,0,0,0
40,0,Travel_Rarely,1300,2,24,2,Technical Degree,335,1,Male,62,3,2,Research Scientist,4,Divorced,3319,1,0,17,3,1,2,9,3,3,9,8,4,7
45,0,Travel_Rarely,252,2,1,3,Other,336,3,Male,70,4,5,Manager,4,Married,19202,0,0,11,3,3,1,25,2,3,24,0,1,7
31,0,Travel_Frequently,1327,2,3,4,Medical,337,2,Male,73,3,3,Research Director,3,Divorced,13675,9,0,12,3,1,1,9,3,3,2,2,2,2
33,0,Travel_Rarely,832,2,5,4,Life Sciences,338,3,Female,63,2,1,Research Scientist,4,Married,2911,1,0,13,3,3,1,2,2,2,2,2,0,2
34,0,Travel_Rarely,470,2,2,4,Life Sciences,339,4,Male,84,2,2,Manufacturing Director,1,Married,5957,6,0,13,3,2,1,13,3,3,11,9,5,9
37,0,Travel_Rarely,1017,2,1,2,Medical,340,3,Female,83,2,1,Research Scientist,1,Married,3920,2,0,14,3,1,1,17,2,2,3,1,0,2
45,0,Travel_Frequently,1199,2,7,4,Life Sciences,341,1,Male,77,4,2,Manufacturing Director,3,Married,6434,4,0,17,3,4,1,9,1,3,3,2,0,2
37,1,Travel_Frequently,504,2,10,3,Medical,342,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,6,0,11,3,2,2,17,5,3,1,0,0,0
39,0,Travel_Frequently,505,2,2,4,Technical Degree,343,3,Female,64,3,3,Healthcare Representative,3,Single,10938,0,0,25,4,4,0,20,1,3,19,6,11,8
29,0,Travel_Rarely,665,2,15,3,Life Sciences,346,3,Male,60,3,1,Research Scientist,4,Single,2340,1,0,19,3,1,0,6,1,3,6,5,1,5
42,0,Travel_Rarely,916,2,17,2,Life Sciences,347,4,Female,82,4,2,Research Scientist,1,Single,6545,3,1,13,3,3,0,10,1,3,3,2,0,2
29,0,Travel_Rarely,1247,1,20,2,Marketing,349,4,Male,45,3,2,Sales Executive,4,Divorced,6931,2,0,14,3,4,1,10,2,3,3,2,0,2
25,0,Travel_Rarely,685,2,1,3,Life Sciences,350,1,Female,62,3,2,Manufacturing Director,3,Married,4898,0,0,12,3,4,2,5,3,3,4,2,1,2
42,0,Travel_Rarely,269,2,2,3,Medical,351,4,Female,56,2,1,Laboratory Technician,1,Divorced,2593,0,1,11,3,3,1,10,4,3,9,6,7,8
40,0,Travel_Rarely,1416,2,2,2,Medical,352,1,Male,49,3,5,Research Director,3,Divorced,19436,0,0,19,3,4,1,22,5,3,21,7,3,9
51,0,Travel_Rarely,833,2,1,3,Life Sciences,353,3,Male,96,3,1,Research Scientist,4,Married,2723,1,0,11,3,2,0,1,0,2,1,0,0,0
31,1,Travel_Frequently,307,2,29,2,Medical,355,3,Male,71,2,1,Laboratory Technician,2,Single,3479,0,0,11,3,2,0,6,2,4,5,4,1,4
32,0,Travel_Frequently,1311,2,7,3,Life Sciences,359,2,Male,100,4,1,Laboratory Technician,2,Married,2794,1,0,20,4,3,0,5,3,1,5,1,0,3
38,0,Non-Travel,1327,1,2,2,Life Sciences,361,4,Male,39,2,2,Sales Executive,4,Married,5249,3,0,18,3,4,1,13,0,3,8,7,7,5
32,0,Travel_Rarely,128,2,2,1,Technical Degree,362,4,Male,84,2,2,Laboratory Technician,1,Single,2176,4,0,13,3,4,0,9,5,3,6,2,0,4
46,0,Travel_Rarely,488,1,2,3,Technical Degree,363,3,Female,75,1,4,Manager,2,Married,16872,3,1,12,3,2,1,28,2,2,7,7,7,7
28,1,Travel_Rarely,529,2,2,4,Life Sciences,364,1,Male,79,3,1,Laboratory Technician,3,Single,3485,2,0,11,3,3,0,5,5,1,0,0,0,0
29,0,Travel_Rarely,1210,1,2,3,Medical,366,1,Male,78,2,2,Sales Executive,2,Married,6644,2,0,19,3,2,2,10,2,3,0,0,0,0
31,0,Travel_Rarely,1463,2,23,3,Medical,367,2,Male,64,2,2,Healthcare Representative,4,Married,5582,0,0,21,4,2,1,10,2,3,9,0,7,8
25,0,Non-Travel,675,2,5,2,Life Sciences,369,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000,1,0,12,3,4,2,6,2,3,6,3,1,5
45,0,Travel_Rarely,1385,2,20,2,Medical,372,3,Male,79,3,4,Healthcare Representative,4,Married,13496,0,1,14,3,2,0,21,2,3,20,7,4,10
36,0,Travel_Rarely,1403,2,6,3,Life Sciences,373,4,Male,47,3,1,Laboratory Technician,4,Married,3210,0,0,11,3,3,1,16,4,3,15,13,10,11
55,0,Travel_Rarely,452,2,1,3,Medical,374,4,Male,81,3,5,Manager,1,Single,19045,0,1,14,3,3,0,37,2,3,36,10,4,13
47,1,Non-Travel,666,2,29,4,Life Sciences,376,1,Male,88,3,3,Manager,2,Married,11849,1,1,12,3,4,1,10,2,2,10,7,9,9
28,0,Travel_Rarely,1158,2,9,3,Medical,377,4,Male,94,3,1,Research Scientist,4,Married,2070,1,0,23,4,4,1,5,3,2,5,2,0,4
37,0,Travel_Rarely,228,1,6,4,Medical,378,3,Male,98,3,2,Sales Executive,4,Married,6502,4,0,14,3,2,1,7,5,4,5,4,0,1
21,0,Travel_Rarely,996,2,3,2,Medical,379,4,Male,100,2,1,Research Scientist,3,Single,3230,1,0,17,3,1,0,3,4,4,3,2,1,0
37,0,Non-Travel,728,2,1,4,Medical,380,1,Female,80,3,3,Research Director,4,Divorced,13603,2,1,18,3,1,2,15,2,3,5,2,0,2
35,0,Travel_Rarely,1315,2,22,3,Life Sciences,381,2,Female,71,4,3,Manager,2,Divorced,11996,7,0,18,3,2,1,10,6,2,7,7,6,2
38,0,Travel_Rarely,322,1,7,2,Medical,382,1,Female,44,4,2,Sales Executive,1,Divorced,5605,1,1,24,4,3,1,8,3,3,8,0,7,7
26,0,Travel_Frequently,1479,2,1,3,Life Sciences,384,3,Female,84,3,2,Manufacturing Director,2,Divorced,6397,1,0,20,4,1,1,6,6,1,6,5,1,4
50,0,Travel_Rarely,797,2,4,1,Life Sciences,385,1,Male,96,3,5,Research Director,2,Divorced,19144,3,0,14,3,1,2,28,4,2,10,4,1,6
53,0,Travel_Rarely,1070,2,3,4,Medical,386,3,Male,45,3,4,Research Director,3,Married,17584,3,1,16,3,4,3,21,5,2,5,3,1,3
42,0,Travel_Rarely,635,1,1,1,Life Sciences,387,2,Male,99,3,2,Sales Executive,3,Married,4907,1,0,25,4,3,0,20,3,3,20,16,11,6
29,0,Travel_Frequently,442,1,2,2,Life Sciences,388,2,Male,44,3,2,Sales Executive,4,Single,4554,1,0,18,3,1,0,10,3,2,10,7,0,9
55,0,Travel_Rarely,147,2,20,2,Technical Degree,389,2,Male,37,3,2,Laboratory Technician,4,Married,5415,3,1,19,3,4,1,12,4,3,10,7,0,8
26,0,Travel_Frequently,496,2,11,2,Medical,390,1,Male,60,3,2,Healthcare Representative,1,Married,4741,1,1,13,3,3,1,5,3,3,5,3,3,3
37,0,Travel_Rarely,1372,2,1,3,Life Sciences,391,4,Female,42,3,1,Research Scientist,4,Single,2115,1,0,12,3,2,0,17,3,3,17,12,5,7
44,1,Travel_Frequently,920,2,24,3,Life Sciences,392,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161,3,1,22,4,4,1,19,0,1,1,0,0,0
38,0,Travel_Rarely,688,2,23,4,Life Sciences,393,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,9,0,14,3,2,1,10,2,3,2,2,1,2
26,1,Travel_Rarely,1449,2,16,4,Medical,394,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373,2,1,13,3,4,1,5,2,3,3,2,0,2
28,0,Travel_Rarely,1117,2,8,2,Life Sciences,395,4,Female,66,3,1,Research Scientist,4,Single,3310,1,0,21,4,4,0,5,3,3,5,3,0,2
49,0,Travel_Frequently,636,2,10,4,Life Sciences,396,3,Female,35,3,5,Research Director,1,Single,18665,9,1,11,3,4,0,22,4,3,3,2,1,2
36,0,Travel_Rarely,506,2,3,3,Technical Degree,397,3,Male,30,3,2,Research Scientist,2,Single,4485,4,0,12,3,4,0,10,2,3,8,0,7,7
31,0,Travel_Frequently,444,1,5,3,Marketing,399,4,Female,84,3,1,Sales Representative,2,Divorced,2789,1,0,11,3,3,1,2,5,2,2,2,2,2
26,1,Travel_Rarely,950,1,4,4,Marketing,401,4,Male,48,2,2,Sales Executive,4,Single,5828,1,1,12,3,2,0,8,0,3,8,7,7,4
37,0,Travel_Frequently,889,2,9,3,Medical,403,2,Male,53,3,1,Research Scientist,4,Married,2326,1,1,12,3,3,3,4,3,2,4,2,1,2
42,0,Travel_Frequently,555,1,26,3,Marketing,404,3,Female,77,3,4,Sales Executive,2,Married,13525,5,0,14,3,4,1,23,2,4,20,4,4,8
18,1,Travel_Rarely,230,2,3,3,Life Sciences,405,3,Male,54,3,1,Laboratory Technician,3,Single,1420,1,0,13,3,3,0,0,2,3,0,0,0,0
35,0,Travel_Rarely,1232,1,16,3,Marketing,406,3,Male,96,3,3,Sales Executive,2,Married,8020,0,0,15,3,3,2,12,3,2,11,9,6,9
36,0,Travel_Frequently,566,2,18,4,Life Sciences,407,3,Male,81,4,1,Laboratory Technician,4,Married,3688,4,0,18,3,4,2,4,2,3,1,0,0,0
51,0,Travel_Rarely,1302,2,2,3,Medical,408,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482,5,0,18,3,4,1,13,3,3,4,1,1,2
41,0,Travel_Rarely,334,1,2,4,Life Sciences,410,4,Male,88,3,4,Manager,2,Single,16015,1,0,19,3,2,0,22,2,3,22,10,0,4
18,0,Travel_Rarely,812,1,10,3,Medical,411,4,Female,69,2,1,Sales Representative,3,Single,1200,1,0,12,3,1,0,0,2,3,0,0,0,0
28,0,Travel_Rarely,1476,2,16,2,Medical,412,2,Male,68,4,2,Healthcare Representative,1,Single,5661,0,0,19,3,3,0,9,2,3,8,3,0,7
31,0,Travel_Rarely,218,1,7,3,Technical Degree,416,2,Male,100,4,2,Sales Executive,4,Married,6929,4,0,11,3,2,1,10,3,2,8,7,7,7
39,0,Travel_Rarely,1132,2,1,3,Medical,417,3,Male,48,4,3,Healthcare Representative,4,Divorced,9613,0,0,17,3,1,3,19,5,2,18,10,3,7
36,0,Non-Travel,1105,2,24,4,Life Sciences,419,2,Female,47,3,2,Laboratory Technician,2,Married,5674,7,0,15,3,3,1,11,3,3,9,8,0,8
32,0,Travel_Rarely,906,1,7,3,Life Sciences,420,4,Male,91,2,2,Sales Executive,3,Married,5484,1,0,14,3,3,1,13,3,2,13,8,4,8
38,0,Travel_Rarely,849,2,25,2,Life Sciences,421,1,Female,81,2,3,Research Director,2,Married,12061,3,0,17,3,3,1,19,2,3,10,8,0,1
58,0,Non-Travel,390,2,1,4,Life Sciences,422,4,Male,32,1,2,Healthcare Representative,3,Divorced,5660,2,1,13,3,4,1,12,2,3,5,3,1,2
31,0,Travel_Rarely,691,2,5,4,Technical Degree,423,3,Male,86,3,1,Research Scientist,4,Married,4821,0,1,12,3,3,1,6,4,3,5,2,0,3
31,0,Travel_Rarely,106,3,2,3,Human Resources,424,1,Male,62,2,2,Human Resources,1,Married,6410,3,0,12,3,4,0,9,1,3,2,2,1,0
45,0,Travel_Frequently,1249,2,7,3,Life Sciences,425,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,1,0,18,3,1,1,24,2,3,24,9,9,11
31,0,Travel_Rarely,192,2,2,4,Life Sciences,426,3,Male,32,3,1,Research Scientist,4,Divorced,2695,0,1,18,3,2,1,3,2,1,2,2,2,2
33,0,Travel_Frequently,553,2,5,4,Life Sciences,428,4,Female,74,3,3,Manager,2,Married,11878,6,0,11,3,2,2,12,2,3,10,6,8,8
39,0,Travel_Rarely,117,2,10,1,Medical,429,3,Male,99,3,4,Manager,1,Married,17068,1,1,14,3,4,0,21,3,3,21,9,11,10
43,0,Travel_Frequently,185,2,10,4,Life Sciences,430,3,Female,33,3,1,Laboratory Technician,4,Single,2455,0,0,19,3,1,0,9,5,3,8,7,1,7
49,0,Travel_Rarely,1091,2,1,2,Technical Degree,431,3,Female,90,2,4,Healthcare Representative,3,Single,13964,7,1,12,3,4,0,25,2,3,7,1,0,7
52,1,Travel_Rarely,723,2,8,4,Medical,433,3,Male,85,2,2,Research Scientist,2,Married,4941,2,0,15,3,1,0,11,3,2,8,2,7,7
27,0,Travel_Rarely,1220,2,5,3,Life Sciences,434,3,Female,85,3,1,Research Scientist,2,Single,2478,1,1,12,3,2,0,4,2,2,4,3,1,2
32,0,Travel_Rarely,588,1,8,2,Technical Degree,436,3,Female,65,2,2,Sales Executive,2,Married,5228,1,1,11,3,4,0,13,2,3,13,12,11,9
27,0,Travel_Rarely,1377,1,2,3,Life Sciences,437,4,Male,74,3,2,Sales Executive,3,Single,4478,1,1,11,3,1,0,5,3,3,5,4,0,4
31,0,Travel_Rarely,691,1,7,3,Marketing,438,4,Male,73,3,2,Sales Executive,4,Divorced,7547,4,0,12,3,4,3,13,3,3,7,7,1,7
32,0,Travel_Rarely,1018,2,2,4,Medical,439,1,Female,74,4,2,Research Scientist,4,Single,5055,7,0,16,3,3,0,10,0,2,7,7,0,7
28,1,Travel_Rarely,1157,2,2,4,Medical,440,1,Male,84,1,1,Research Scientist,4,Married,3464,5,1,13,3,4,0,5,4,2,3,2,2,2
30,0,Travel_Rarely,1275,2,28,2,Medical,441,4,Female,64,3,2,Research Scientist,4,Married,5775,1,0,13,3,4,2,11,2,3,10,8,1,9
31,0,Travel_Frequently,798,2,7,2,Life Sciences,442,3,Female,48,2,3,Manufacturing Director,3,Married,8943,1,0,24,4,1,1,10,2,3,10,9,8,9
39,0,Travel_Frequently,672,2,7,2,Medical,444,3,Male,54,2,5,Manager,4,Married,19272,1,0,15,3,1,1,21,2,3,21,9,13,3
39,1,Travel_Rarely,1162,1,3,2,Medical,445,4,Female,41,3,2,Sales Executive,3,Married,5238,4,1,18,3,1,0,12,3,2,1,0,0,0
33,0,Travel_Frequently,508,1,10,3,Marketing,446,2,Male,46,2,2,Sales Executive,4,Single,4682,3,0,14,3,3,0,9,6,2,7,7,0,1
47,0,Travel_Rarely,1482,2,5,5,Life Sciences,447,4,Male,42,3,5,Research Director,3,Married,18300,4,0,11,3,2,1,21,2,3,3,2,1,1
43,0,Travel_Frequently,559,2,10,4,Life Sciences,448,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257,1,0,11,3,2,1,9,3,4,9,7,0,0
27,0,Non-Travel,210,1,1,1,Marketing,449,3,Male,73,3,2,Sales Executive,2,Married,6349,0,1,13,3,4,1,6,0,3,5,4,1,4
54,0,Travel_Frequently,928,2,20,4,Life Sciences,450,4,Female,31,3,2,Research Scientist,3,Single,4869,3,0,12,3,4,0,20,4,2,4,3,0,3
